数据
95.004
95.004
95.004
95.004
95.004
95.004
95.004
94.839
94.839
94.839
94.839
94.839
94.839
94.835
94.835
94.835
94.835
94.835
94.835
94.84
94.84
94.84
94.84
94.84
94.84
94.848
94.848
94.848
94.848
94.848
94.848
94.858
94.858
94.858
94.858
94.858
94.858
94.912
94.912
94.912
94.912
94.912
94.912
94.956
94.956
94.956
94.956
94.956
94.956
94.977
94.977
94.977
94.977
94.977
94.977
94.955
94.955
94.955
94.955
94.955
94.955
94.923
94.923
94.923
94.923
94.923
94.923
94.864
94.864
94.864
94.864
94.864
94.864
94.851
94.851
94.851
94.851
94.851
94.851
94.884
94.884
94.884
94.884
94.884
94.884
94.852
94.852
94.852
94.852
94.852
94.852
94.821
94.821
94.821
94.821
94.821
94.821
94.8
94.8
94.8
94.8
94.8
94.8
94.798
94.798
94.798
94.798
94.798
94.798
94.824
94.824
94.824
94.824
94.824
94.824
94.837
94.837
94.837
94.837
94.837
94.837
94.804
94.804
94.804
94.804
94.804
94.804
94.808
94.808
94.808
94.808
94.808
94.808
94.834
94.834
94.834
94.834
94.834
94.834
94.833
94.833
94.833
94.833
94.833
94.833
94.837
94.837
94.837
94.837
94.837
94.837
94.867
94.867
94.867
94.867
94.867
94.867
94.895
94.895
94.895
94.895
94.895
94.895
94.936
94.936
94.936
94.936
94.936
94.936
94.932
94.932
94.932
94.932
94.932
94.932
94.93
94.93
94.93
94.93
94.93
94.93
94.95
94.95
94.95
94.95
94.95
94.95
94.912
94.912
94.912
94.912
94.912
94.912
94.893
94.893
94.893
94.893
94.893
94.893
94.914
94.914
94.914
94.914
94.914
94.914
94.918
94.918
94.918
94.918
94.918
94.918
94.928
94.928
94.928
94.928
94.928
94.928
94.925
94.925
94.925
94.925
94.925
94.925
94.894
94.894
94.894
94.894
94.894
94.894
94.883
94.883
94.883
94.883
94.883
94.883
94.898
94.898
94.898
94.898
94.898
94.898
94.904
94.904
94.904
94.904
94.904
94.904
94.897
94.897
94.897
94.897
94.897
94.897
94.915
94.915
94.915
94.915
94.915
94.915
94.902
94.902
94.902
94.902
94.902
94.902
94.912
94.912
94.912
94.912
94.912
94.912
94.929
94.929
94.929
94.929
94.929
94.929
94.937
94.937
94.937
94.937
94.937
94.937
94.938
94.938
94.938
94.938
94.938
94.938
94.93
94.93
94.93
94.93
94.93
94.93
94.936
94.936
94.936
94.936
94.936
94.936
94.919
94.919
94.919
94.919
94.919
94.919
94.908
94.908
94.908
94.908
94.908
94.908
94.896
94.896
94.896
94.896
94.896
94.896
94.885
94.885
94.885
94.885
94.885
94.885
94.907
94.907
94.907
94.907
94.907
94.907
94.944
94.944
94.944
94.944
94.944
94.944
94.958
94.958
94.958
94.958
94.958
94.958
94.952
94.952
94.952
94.952
94.952
94.952
94.965
94.965
94.965
94.965
94.965
94.965
94.981
94.981
94.981
94.981
94.981
94.981
94.969
94.969
94.969
94.969
94.969
94.969
94.956
94.956
94.956
94.956
94.956
94.956
94.937
94.937
94.937
94.937
94.937
94.937
94.937
94.937
94.937
94.937
94.937
94.937
94.937
94.937
94.937
94.937
94.937
94.937
94.95
94.95
94.95
94.95
94.95
94.95
94.952
94.952
94.952
94.952
94.952
94.952
94.972
94.972
94.972
94.972
94.972
94.972
94.936
94.936
94.936
94.936
94.936
94.936
94.918
94.918
94.918
94.918
94.918
94.918
94.908
94.908
94.908
94.908
94.908
94.908
94.909
94.909
94.909
94.909
94.909
94.909
94.918
94.918
94.918
94.918
94.918
94.918
94.936
94.936
94.936
94.936
94.936
94.936
94.965
94.965
94.965
94.965
94.965
94.965
94.978
94.978
94.978
94.978
94.978
94.978
94.971
94.971
94.971
94.971
94.971
94.971
94.97
94.97
94.97
94.97
94.97
94.97
94.948
94.948
94.948
94.948
94.948
94.948
94.959
94.959
94.959
94.959
94.959
94.959
94.97
94.97
94.97
94.97
94.97
94.97
94.989
94.989
94.989
94.989
94.989
94.989
94.967
94.967
94.967
94.967
94.967
94.967
94.964
94.964
94.964
94.964
94.964
94.964
94.97
94.97
94.97
94.97
94.97
94.97
94.989
94.989
94.989
94.989
94.989
94.989
94.999
94.999
94.999
94.999
94.999
94.999
94.987
94.987
94.987
94.987
94.987
94.987
94.986
94.986
94.986
94.986
