d1_1,d1_2,d1_3
605.724,94.781,2.391
602.838,94.753,2.445
599.552,94.726,2.504
586.27,94.683,2.607
582.734,94.649,2.755
584.132,94.636,2.785
585.8,94.683,2.776
586.449,94.692,2.817
585.82,94.68,2.881
585.86,94.678,2.869
586.23,94.729,2.777
586.549,94.775,2.672
587.818,94.802,2.643
586.35,94.805,2.59
586.349,94.806,2.616
586.909,94.811,2.529
586.28,94.85,2.484
585.96,94.833,2.524
590.264,94.834,2.591
593.2,94.838,2.549
583.533,94.851,2.481
584.712,94.835,2.529
595.627,94.855,2.497
598.733,94.905,2.326
597.305,94.923,2.298
600.032,94.9,2.303
601.929,94.881,2.343
608.62,94.898,2.33
610.478,94.908,2.344
618.437,94.925,2.353
609.849,94.918,2.262
604.855,94.921,2.254
604.885,94.92,2.214
605.924,94.945,2.138
609.799,94.955,2.14
606.373,94.944,2.114
609.14,94.949,2.088
603.976,94.949,2.031
606.982,94.958,2.03
607.641,94.965,2.014
603.767,94.964,2.018
599.502,94.948,2.024
596.546,94.933,2.04
600.431,94.947,2.072
599.952,94.916,2.204
595.008,94.858,2.315
589.795,94.82,2.425
591.603,94.8,2.518
591.902,94.82,2.579
589.495,94.81,2.64
592.272,94.776,2.77
586.489,94.748,2.829
585.87,94.719,2.927
586.729,94.727,2.973
586.399,94.728,2.98
581.925,94.712,2.999
580.907,94.728,2.95
579.349,94.753,2.91
580.397,94.781,2.834
581.296,94.778,2.867
585.92,94.809,2.809
582.954,94.813,2.756
583.293,94.82,2.703
584.582,94.833,2.695
584.182,94.835,2.68
578.909,94.813,2.642
578.66,94.818,2.648
579.269,94.83,2.635
584.062,94.834,2.648
587.668,94.854,2.57
588.417,94.895,2.481
587.228,94.891,2.407
587.847,94.899,2.378
598.703,94.925,2.355
603.277,94.938,2.31
608.001,94.929,2.326
609.04,94.94,2.266
610.388,94.953,2.265
614.752,94.961,2.213
618.567,94.967,2.167
621.373,94.975,2.144
613.594,94.967,2.076
611.856,94.967,2.051
616.21,94.977,2.048
622.342,94.99,1.985
634.476,95.043,1.952
626.716,95.01,1.978
629.133,94.974,2.108
635.615,94.964,2.205
645.881,94.99,2.167
648.488,95.007,2.104
640.948,94.983,2.1
641.577,94.974,2.135
641.677,94.945,2.172
641.277,94.946,2.184
641.607,94.939,2.182
645.971,94.945,2.219
640.558,94.938,2.161
637.982,94.933,2.1
637.223,94.928,2.05
642.246,94.94,2.031
642.895,94.95,2.013
643.295,94.962,2.019
642.865,94.94,2.053
642.755,94.932,2.027
642.875,94.929,2.013
643.145,94.941,2.014
643.155,94.929,2.021
643.784,94.92,2.094
642.266,94.901,2.1
643.205,94.922,2.033
641.817,94.933,2.014
632.579,94.898,2.007
634.027,94.881,2.072
644.343,94.901,2.098
643.015,94.925,2.016
641.597,94.936,1.969
641.457,94.929,1.996
644.703,94.924,2.039
640.049,94.903,2.043
639.699,94.9,2.056
639.23,94.882,2.053
639.42,94.875,2.092
640.019,94.871,2.101
640.259,94.871,2.104
639.889,94.871,2.103
644.353,94.865,2.104
647,94.879,2.022
657.786,94.914,2.013
659.753,94.922,2.013
660.083,94.941,1.877
652.343,94.909,1.824
655.628,94.909,1.876
664.387,94.919,1.798
663.828,94.976,1.761
663.139,94.964,1.79
675.293,94.966,1.862
676.122,94.967,1.772
671.218,94.964,1.784
666.384,94.938,1.898
665.975,94.906,1.995
670.059,94.894,2.013
674.983,94.916,1.95
666.065,94.912,1.931
663.928,94.897,1.976
668.522,94.889,1.97
669.151,94.915,1.926
669.8,94.903,1.946
668.122,94.879,2.002
667.363,94.871,2.031
673.325,94.883,2.056
668.162,94.878,2.068
680.576,94.857,2.147
676.701,94.852,2.135
678.708,94.878,2.138
675.722,94.876,2.118
673.964,94.866,2.129
672.386,94.855,2.132
665.296,94.84,2.155
660.063,94.804,2.239
659.813,94.793,2.254
671.577,94.827,2.224
669.55,94.845,2.188
664.806,94.858,2.126
663.838,94.827,2.188
665.236,94.827,2.202
669.001,94.856,2.176
679.577,94.883,2.13
673.795,94.884,2.094
675.033,94.88,2.103
674.953,94.88,2.086
675.153,94.871,2.1
674.863,94.868,2.111
675.392,94.877,2.048
675.572,94.901,1.982
676.102,94.933,1.9
676.471,94.945,1.853
678.658,94.941,1.897
679.956,94.92,1.932
676.821,94.892,1.996
677.989,94.857,2.155
677.02,94.813,2.275
677.33,94.792,2.362
676.931,94.79,2.367
677.29,94.801,2.381
676.211,94.784,2.443
679.148,94.758,2.524
679.088,94.742,2.564
678.339,94.737,2.582
679.597,94.719,2.607
678.698,94.717,2.611
678.738,94.706,2.625
679.697,94.716,2.632
678.399,94.711,2.657
678.319,94.711,2.687
678.299,94.701,2.698
678.788,94.696,2.672
683.771,94.711,2.663
688.965,94.73,2.626
689.814,94.749,2.52
690.842,94.763,2.509
691.132,94.761,2.498
688.545,94.753,2.443
688.585,94.756,2.437
689.903,94.756,2.457
683.662,94.736,2.491
682.523,94.724,2.518
684.311,94.727,2.486
685.509,94.753,2.416
685.969,94.768,2.397
684.7,94.777,2.391
694.148,94.786,2.428
693.339,94.774,2.414
691.012,94.774,2.451
680.526,94.738,2.533
678.848,94.706,2.608
679.677,94.721,2.602
681.015,94.735,2.591
681.415,94.748,2.526
682.343,94.751,2.564
683.112,94.738,2.594
683.582,94.733,2.616
683.372,94.725,2.652
683.482,94.713,2.675
681.175,94.718,2.687
676.381,94.72,2.695
687.996,94.717,2.69
689.394,94.736,2.637
690.573,94.751,2.619
681.734,94.73,2.597
679.387,94.713,2.678
671.578,94.677,2.722
673.605,94.708,2.695
665.326,94.713,2.648
668.721,94.727,2.626
669.081,94.731,2.578
668.771,94.751,2.559
663.528,94.745,2.523
666.254,94.758,2.475
667.293,94.779,2.423
667.123,94.789,2.417
666.364,94.78,2.402
666.005,94.787,2.378
666.274,94.788,2.401
659.593,94.763,2.468
653.371,94.726,2.512
653.162,94.711,2.555
654.25,94.724,2.53
654.43,94.744,2.527
654.45,94.752,2.57
654.839,94.748,2.538
654.45,94.76,2.527
655.339,94.772,2.523
659.973,94.79,2.48
661.471,94.807,2.402
668.332,94.826,2.393
670.479,94.828,2.359
669.301,94.822,2.367
661.301,94.798,2.417
659.593,94.778,2.471
660.023,94.779,2.475
661.181,94.79,2.466
655.638,94.783,2.46
657.426,94.792,2.428
648.887,94.791,2.39
650.106,94.786,2.44
651.754,94.785,2.388
661.061,94.837,2.289
654.859,94.851,2.214
652.692,94.853,2.205
652.173,94.829,2.248
651.973,94.828,2.251
652.243,94.826,2.269
652.043,94.824,2.274
652.503,94.812,2.304
651.524,94.815,2.332
652.822,94.81,2.349
652.583,94.826,2.329
652.343,94.833,2.324
649.626,94.812,2.315
641.317,94.79,2.339
640.668,94.781,2.419
640.698,94.771,2.425
641.317,94.804,2.347
642.186,94.827,2.352
652.253,94.843,2.329
641.887,94.816,2.33
638.231,94.796,2.43
646.83,94.78,2.538
649.397,94.792,2.5
647.819,94.818,2.41
647.08,94.816,2.373
650.096,94.829,2.336
652.672,94.842,2.324
651.344,94.835,2.26
651.084,94.843,2.257
645.342,94.838,2.222
644.293,94.83,2.224
644.573,94.84,2.224
645.092,94.848,2.23
646.47,94.859,2.156
652.542,94.889,2.167
645.152,94.883,2.137
644.553,94.855,2.217
643.474,94.838,2.22
644.932,94.848,2.26
645.741,94.857,2.24
645.502,94.876,2.208
644.823,94.881,2.19
645.672,94.883,2.199
645.282,94.893,2.195
642.256,94.877,2.297
644.972,94.845,2.368
641.237,94.826,2.405
638.511,94.804,2.5
640.508,94.795,2.576
639,94.777,2.617
639.649,94.782,2.573
639.659,94.796,2.555
635.545,94.804,2.535
629.553,94.771,2.55
631.43,94.741,2.616
639.959,94.787,2.484
637.982,94.835,2.323
647.559,94.865,2.263
643.894,94.864,2.179
644.932,94.863,2.141
640.608,94.858,2.066
632.679,94.855,2.048
632.689,94.841,2.088
634.626,94.855,2.05
634.446,94.867,2.027
640.468,94.845,2.056
648.907,94.877,2.039
642.486,94.876,2.1
643.055,94.818,2.271
642.745,94.806,2.332
643.964,94.808,2.407
642.985,94.78,2.474
642.416,94.769,2.487
643.365,94.782,2.477
644.024,94.792,2.442
644.164,94.795,2.417
645.162,94.795,2.388
644.353,94.82,2.323
644.503,94.837,2.228
644.114,94.837,2.181
644.193,94.846,2.158
644.144,94.839,2.155
643.804,94.836,2.153
643.894,94.854,2.091
653.741,94.892,2.076
654.54,94.888,2.031
653.811,94.884,2.028
653.002,94.869,2.059
653.511,94.876,2.048
654.05,94.879,2.071
653.501,94.863,2.083
653.591,94.857,2.071
653.052,94.857,2.048
652.642,94.854,2.062
652.782,94.856,2.076
657.676,94.859,2.074
655.259,94.857,2.04
656.497,94.856,2.054
656.038,94.847,2.088
656.887,94.835,2.144
656.667,94.831,2.143
656.427,94.818,2.158
656.348,94.82,2.166
656.847,94.827,2.135
665.386,94.849,2.152
669.69,94.879,2.04
664.067,94.884,1.95
666.654,94.883,1.979
668.302,94.87,1.966
667.942,94.895,1.888
668.222,94.886,1.929
672.526,94.873,1.946
675.852,94.877,1.995
674.534,94.871,2.068
674.484,94.851,2.117
674.743,94.833,2.224
674.873,94.815,2.275
672.227,94.8,2.338
666.225,94.77,2.446
666.654,94.732,2.523
670.139,94.736,2.529
672.886,94.753,2.486
672.856,94.764,2.448
671.498,94.75,2.468
670.918,94.745,2.497
671.997,94.756,2.507
672.326,94.751,2.529
676.042,94.745,2.524
676.261,94.751,2.506
675.532,94.763,2.448
677.649,94.782,2.355
685.549,94.801,2.346
677.02,94.783,2.307
677.799,94.78,2.336
682.573,94.78,2.309
691.621,94.82,2.196
700.719,94.863,2.069
707.171,94.884,2.008
703.236,94.866,2.03
703.296,94.831,2.138
702.697,94.798,2.254
702.677,94.769,2.353
703.975,94.765,2.379
704.614,94.758,2.404
713.762,94.773,2.379
712.484,94.785,2.256
712.574,94.807,2.216
713.123,94.786,2.217
705.054,94.756,2.246
706.302,94.741,2.32
706.691,94.725,2.367
711.705,94.733,2.355
707.4,94.743,2.306
708.209,94.761,2.265
708.839,94.772,2.219
708.859,94.773,2.266
702.107,94.742,2.297
706.571,94.726,2.359
709.657,94.711,2.335
704.015,94.74,2.262
703.186,94.728,2.298
705.053,94.704,2.35
717.427,94.72,2.346
715.36,94.731,2.336
717.887,94.734,2.359
717.807,94.717,2.388
716.538,94.701,2.43
716.668,94.689,2.443
716.528,94.665,2.497
726.675,94.661,2.587
732.787,94.672,2.552
728.932,94.698,2.504
726.825,94.689,2.491
728.263,94.7,2.48
729.611,94.732,2.501
729.881,94.754,2.446
718.116,94.735,2.469
717.018,94.75,2.489
718.536,94.765,2.436
718.756,94.784,2.396
722.361,94.802,2.315
722.331,94.819,2.344
721.072,94.768,2.544
723.04,94.677,2.733
722.411,94.618,2.99
720.773,94.573,3.286
721.502,94.501,3.499
722.91,94.506,3.556
723.24,94.547,3.571
722.081,94.547,3.563
720.873,94.553,3.562
717.857,94.567,3.412
717.407,94.584,3.406
718.016,94.562,3.437
717.467,94.542,3.426
716.718,94.562,3.374
709.028,94.577,3.344
706.422,94.553,3.371
704.764,94.492,3.363
703.056,94.496,3.328
698.582,94.536,3.157
686.108,94.54,3.025
684.74,94.565,2.938
687.547,94.623,2.78
686.568,94.66,2.687
687.007,94.614,2.719
679.657,94.57,2.712
677.35,94.543,2.73
672.556,94.513,2.784
663.288,94.464,2.851
661.301,94.453,2.925
661.231,94.517,2.819
660.712,94.592,2.651
657.955,94.605,2.567
656.338,94.626,2.541
656.867,94.642,2.484
657.526,94.653,2.439
658.005,94.67,2.402
657.067,94.671,2.376
654.19,94.665,2.347
654.24,94.669,2.414
654.25,94.656,2.481
654.56,94.655,2.544
660.392,94.656,2.603
665.925,94.681,2.607
658.255,94.664,2.607
655.449,94.626,2.73
656.347,94.62,2.697
657.007,94.642,2.672
646.93,94.616,2.648
635.435,94.583,2.669
632.05,94.565,2.692
633.428,94.597,2.634
641.277,94.665,2.518
643.474,94.704,2.413
643.764,94.707,2.39
636.314,94.676,2.436
640.039,94.667,2.457
639.59,94.67,2.433
631.95,94.67,2.442
640.768,94.661,2.559
634.726,94.654,2.568
635.745,94.649,2.59
635.315,94.647,2.593
639.49,94.657,2.593
638.791,94.643,2.619
640.508,94.665,2.571
641.118,94.685,2.538
640.389,94.678,2.521
639.909,94.676,2.477
640.748,94.686,2.448
643.784,94.714,2.372
654.41,94.765,2.309
661.87,94.778,2.256
669.001,94.787,2.172
672.676,94.803,2.077
670.849,94.8,2.089
664.946,94.774,2.137
673.685,94.763,2.198
669.76,94.774,2.126
669.081,94.799,2.069
661.79,94.781,2.15
660.922,94.75,2.204
666.514,94.763,2.176
675.402,94.799,2.127
674.144,94.8,2.123
672.247,94.776,2.159
671.717,94.761,2.242
671.677,94.745,2.306
676.451,94.733,2.358
686.558,94.743,2.401
681.345,94.723,2.399
681.764,94.713,2.469
682.034,94.706,2.483
682.443,94.711,2.484
681.814,94.687,2.513
682.982,94.689,2.495
682.164,94.699,2.491
683.132,94.701,2.497
682.983,94.696,2.472
682.733,94.724,2.396
683.392,94.748,2.306
693.349,94.777,2.249
694.917,94.801,2.117
694.238,94.79,2.118
694.517,94.761,2.179
694.677,94.745,2.228
694.587,94.735,2.262
694.058,94.727,2.269
693.239,94.715,2.335
697.483,94.696,2.387
709.727,94.71,2.411
712.174,94.737,2.329
724.738,94.764,2.257
718.995,94.76,2.204
733.776,94.776,2.187
732.567,94.745,2.228
737.131,94.756,2.184
733.786,94.741,2.166
744.492,94.748,2.219
748.127,94.723,2.239
750.654,94.724,2.239
760.9,94.718,2.271
770.887,94.712,2.321
779.645,94.744,2.24
783.73,94.747,2.202
781.513,94.727,2.202
788.354,94.726,2.217
789.852,94.73,2.21
785.887,94.732,2.184
788.624,94.739,2.193
793.497,94.721,2.234
805.392,94.732,2.234
803.414,94.741,2.188
808.438,94.753,2.19
815.688,94.741,2.169
815.478,94.747,2.074
819.263,94.782,1.96
821.74,94.773,1.94
828.881,94.765,1.996
826.094,94.745,2.022
826.873,94.752,1.989
832.396,94.759,1.958
841.814,94.777,1.889
843.032,94.788,1.801
842.503,94.768,1.863
848.425,94.75,1.914
853.968,94.749,1.944
863.326,94.744,1.967
858.023,94.757,1.892
849.054,94.735,1.9
846.727,94.697,1.953
849.164,94.688,1.999
858.252,94.709,1.985
851.321,94.718,1.853
851.261,94.729,1.804
862.896,94.729,1.825
861.019,94.748,1.72
871.725,94.751,1.757
865.383,94.722,1.738
867.131,94.714,1.752
866.711,94.704,1.744
867.011,94.697,1.755
874.011,94.689,1.795
878.845,94.691,1.865
883.129,94.698,1.87
883.579,94.728,1.793
883.06,94.757,1.674
881.631,94.742,1.723
882.181,94.73,1.737
882.69,94.72,1.779
879.914,94.686,1.851
871.435,94.674,1.885
878.655,94.667,1.966
884.258,94.662,1.934
883.619,94.694,1.805
877.547,94.69,1.741
889.062,94.66,1.847
887.154,94.661,1.781
889.681,94.687,1.758
887.354,94.678,1.787
889.781,94.686,1.796
889.162,94.683,1.801
888.083,94.666,1.831
891.888,94.673,1.842
896.482,94.701,1.741
899.468,94.699,1.735
906.319,94.718,1.653
908.446,94.759,1.537
908.396,94.773,1.509
906.649,94.758,1.519
914.448,94.765,1.493
919.652,94.769,1.487
929.479,94.769,1.54
923.916,94.751,1.631
919.662,94.687,1.743
917.624,94.649,1.827
919.771,94.65,1.828
922.897,94.655,1.989
912.721,94.694,1.85
921.18,94.734,1.764
924.455,94.791,1.587
925.953,94.819,1.425
921.299,94.816,1.349
921.559,94.793,1.403
922.558,94.759,1.548
925.823,94.769,1.506
925.174,94.789,1.343
931.007,94.799,1.34
930.457,94.81,1.303
930.777,94.826,1.218
937.648,94.803,1.316
943.98,94.805,1.31
944.779,94.806,1.326
944.998,94.777,1.422
947.225,94.758,1.458
956.393,94.769,1.5
964.942,94.788,1.458
966.23,94.792,1.416
962.615,94.798,1.363
959.519,94.806,1.34
965.222,94.822,1.236
963.254,94.836,1.236
959.18,94.857,1.169
956.633,94.854,1.047
961.626,94.833,0.946
960.378,94.832,0.969
960.008,94.824,1.023
961.247,94.815,0.991
960.917,94.806,1.01
961.836,94.805,1.038
962.116,94.81,1.003
962.625,94.808,1.003
962.176,94.818,1.003
961.177,94.823,0.998
960.957,94.823,1.003
965.751,94.822,0.981
973.91,94.807,0.981
972.073,94.786,0.966
964.403,94.76,1.004
967.029,94.731,1.078
960.198,94.722,1.174
966.43,94.725,1.293
971.204,94.723,1.273
971.244,94.736,1.281
971.783,94.753,1.294
967.279,94.728,1.21
966.24,94.701,1.19
969.067,94.687,1.204
969.546,94.688,1.305
968.368,94.687,1.342
967.059,94.684,1.355
971.823,94.701,1.403
972.572,94.725,1.36
967.129,94.736,1.293
967.998,94.758,1.201
958.84,94.757,1.107
969.326,94.762,1.058
973.78,94.774,1.024
969.965,94.785,1.041
966.68,94.804,1.01
965.282,94.791,0.893
956.343,94.796,0.928
961.556,94.783,0.911
956.413,94.753,0.945
965.022,94.75,1.021
965.821,94.771,1.113
972.682,94.776,1.134
971.154,94.777,1.102
964.842,94.777,1.117
961.347,94.757,1.078
956.343,94.765,1.044
950.491,94.768,1.11
946.566,94.756,1.108
939.685,94.759,1.1
940.324,94.779,1.134
937.628,94.794,1.088
937.977,94.819,1.088
937.358,94.827,1.009
947.006,94.829,0.974
948.144,94.815,0.96
951.939,94.807,1
951.12,94.791,1.058
952.968,94.764,1.12
953.337,94.748,1.158
953.367,94.738,1.248
954.046,94.729,1.282
953.986,94.715,1.305
945.228,94.706,1.311
942.961,94.686,1.314
943.59,94.681,1.326
945.298,94.722,1.38
935.96,94.729,1.398
929.259,94.706,1.337
931.895,94.707,1.346
927.771,94.716,1.383
938.377,94.747,1.34
940.085,94.754,1.316
931.576,94.76,1.297
914.638,94.761,1.297
912.95,94.759,1.343
906.549,94.768,1.38
893.206,94.763,1.38
889.811,94.725,1.36
885.247,94.691,1.418
886.156,94.709,1.575
885.646,94.708,1.615
886.006,94.711,1.625
886.835,94.719,1.619
885.397,94.722,1.618
886.755,94.73,1.584
886.235,94.759,1.612
886.395,94.777,1.575
885.477,94.77,1.526
893.676,94.776,1.505
890.68,94.791,1.544
900.477,94.805,1.541
892.228,94.804,1.505
889.601,94.776,1.54
890.06,94.759,1.531
895.553,94.765,1.636
906.429,94.77,1.68
904.292,94.787,1.709
900.956,94.792,1.703
897.77,94.775,1.673
905.87,94.773,1.647
915.787,94.804,1.697
917.844,94.822,1.682
915.407,94.83,1.636
913.5,94.807,1.546
920.67,94.811,1.514
924.485,94.838,1.519
924.355,94.855,1.522
932.065,94.851,1.41
938.387,94.859,1.386
946.426,94.879,1.409
956.393,94.902,1.311
962.915,94.923,1.268
961.537,94.918,1.166
961.237,94.9,1.108
964.842,94.884,1.123
956.623,94.875,1.116
967.039,94.886,1.158
967.029,94.896,1.122
964.722,94.903,1.142
966.23,94.908,1.099
966.37,94.91,1.07
966.53,94.925,1.035
967.199,94.91,0.992
966.79,94.914,0.978
965.312,94.926,0.968
966.15,94.929,0.92
965.152,94.934,0.882
966.51,94.924,0.887
965.711,94.928,0.847
966.42,94.921,0.84
966.001,94.911,0.858
966.21,94.9,0.87
977.735,94.906,0.887
982.998,94.916,0.908
980.711,94.915,0.916
978.694,94.899,0.865
975.219,94.881,0.887
973.271,94.89,0.916
974.969,94.893,0.954
982.219,94.904,0.965
987.033,94.924,0.965
994.923,94.94,0.933
980.232,94.915,0.84
973.97,94.886,0.759
975.079,94.882,0.811
976.117,94.891,0.878
976.876,94.901,0.911
969.945,94.898,0.862
975.388,94.907,0.829
971.084,94.929,0.8
964.303,94.904,0.775
958.371,94.876,0.724
956.733,94.861,0.807
958.071,94.853,0.858
958.83,94.87,0.91
949.422,94.875,0.971
948.993,94.86,0.936
950.131,94.866,0.91
950.092,94.871,0.962
941.473,94.853,0.928
934.901,94.824,0.907
929.878,94.813,0.952
920.58,94.804,1.02
920.191,94.785,1.082
921.719,94.77,1.107
922.398,94.781,1.221
922.318,94.783,1.296
932.565,94.792,1.277
932.784,94.816,1.262
933.753,94.819,1.305
933.563,94.79,1.23
927.441,94.779,1.27
920.321,94.756,1.348
918.453,94.742,1.415
921.289,94.738,1.48
926.722,94.764,1.58
925.724,94.798,1.599
920.341,94.792,1.551
913.749,94.788,1.465
908.436,94.765,1.447
902.864,94.76,1.459
903.822,94.757,1.523
902.934,94.757,1.506
903.862,94.774,1.488
909.155,94.801,1.479
913.1,94.808,1.436
916.076,94.814,1.378
926.113,94.814,1.349
925.793,94.821,1.335
933.463,94.825,1.361
922.048,94.834,1.357
922.188,94.818,1.374
921.949,94.814,1.335
924.925,94.823,1.419
922.428,94.816,1.438
931.536,94.825,1.447
932.195,94.816,1.444
933.733,94.819,1.458
926.632,94.817,1.474
926.972,94.803,1.447
926.902,94.789,1.458
927.481,94.79,1.522
928.32,94.803,1.573
927.481,94.817,1.586
927.691,94.819,1.577
927.302,94.819,1.541
930.977,94.833,1.485
935.641,94.85,1.464
937.109,94.858,1.409
948.893,94.853,1.377
945.048,94.846,1.355
940.714,94.819,1.374
941.623,94.796,1.401
941.043,94.795,1.45
940.934,94.79,1.494
941.992,94.786,1.512
941.782,94.792,1.503
938.317,94.789,1.509
938.247,94.79,1.516
943.75,94.798,1.529
945.238,94.828,1.519
944.349,94.824,1.468
944.199,94.812,1.375
944.589,94.822,1.418
936.999,94.82,1.419
940.105,94.818,1.418
946.376,94.812,1.458
944.07,94.811,1.439
946.806,94.816,1.432
941.053,94.799,1.471
941.523,94.783,1.563
942.911,94.777,1.592
934.792,94.794,1.572
939.166,94.796,1.599
944.339,94.81,1.564
953.946,94.86,1.47
955.315,94.895,1.409
953.068,94.904,1.364
943.82,94.898,1.335
939.396,94.879,1.38
941.223,94.893,1.337
